sku, description, model, sku region, lifecycle phase, eolDate, eosDate
SE1500, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, USA, End of Support, 3-Nov-2023, -
SE1500-AP, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, Asia, End of Support, 3-Nov-2023, -
SE1500-AU, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, Australia and New Zealand, End of Support, 4-Dec-2023, -
SE1500-CA, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, Canada, End of Support, 4-Dec-2023, -
SE1500-EE, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, Europe. UK. Middle East and Africa, End of Support, 3-Nov-2023, -
SE1500-ME, LINKSYS SE1500 WIRED SWITCH.5PORT.FE, SE1500, Europe. UK. Middle East and Africa, End of Support, 3-Nov-2023, -
SE2500, LINKSYS SE2500 WIRED SWITCH.5PORT.GIGABIT, SE2500, USA, End of Support, 3-Nov-2023, -
SE2500-AP, LINKSYS SE2500 WIRED SWITCH.5PORT.GIGABIT, SE2500, Asia, End of Support, 3-Nov-2023, -
SE2500-CA, LINKSYS SE2500 WIRED SWITCH.5PORT.GIGABIT, SE2500, Canada, End of Support, 4-Dec-2023, -
SE2500-EE, LINKSYS SE2500 WIRED SWITCH.5PORT.GIGABIT, SE2500, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
SE2800, LINKSYS SE2800 WIRED SWITCH.8PORT.GIGABIT, SE2800, USA, End of Support, 4-Dec-2023, -
SE2800-AP, LINKSYS SE2800 WIRED SWITCH.8PORT.GIGABIT, SE2800, Asia, End of Support, 3-Nov-2023, -
SE2800-CA, LINKSYS SE2800 WIRED SWITCH.8PORT.GIGABIT, SE2800, Canada, End of Support, 4-Dec-2023, -
SE2800-EE, LINKSYS SE2800 WIRED SWITCH.8PORT.GIGABIT, SE2800, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
SE3016-CA, LINKSYS SE3016 WIRED SWITCH.16PORT.GIGABIT.METAL, SE3016, Canada, End of Support, 4-Dec-2023, -
SE3024-CA, LINKSYS SE3024 WIRED SWITCH.24PORT.GIGABIT.METAL, SE3024, Canada, End of Support, 4-Dec-2023, -
SE4008, LINKSYS SE4008 WRT WIRED SWITCH.8PORT.GIGABIT, SE4008, USA, End of Support, 4-Dec-2023, -
SE4008-AU, LINKSYS SE4008 WRT WIRED SWITCH.8PORT.GIGABIT, SE4008, Australia and New Zealand, End of Support, 4-Dec-2023, -
SE4008-CA, LINKSYS SE4008 WRT WIRED SWITCH.8PORT.GIGABIT, SE4008, Canada, End of Support, 4-Dec-2023, -
SE4008-FFP, LINKSYS SE4008 WRT WIRED SWITCH.8PORT.GIGABIT, SE4008, USA, End of Support, 4-Dec-2023, -
SE4008-TTB, LINKSYS SE4008 WRT WIRED SWITCH.8PORT.GIGABIT, SE4008, USA, End of Support, 4-Dec-2023, -
USB3GIG-AP, LINSKYS USB3GIG ETHERNET ADAPTER.GIGABIT, USB3GIG, Asia, End of Support, 4-Dec-2023, -
USB3GIG-EE, LINSKYS USB3GIG ETHERNET ADAPTER.GIGABIT, USB3GIG, Europe. UK. Middle East and Africa, End of Support, 2-Aug-2022, -
USB3GIG-EK, LINSKYS USB3GIG ETHERNET ADAPTER.GIGABIT, USB3GIG, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
USB3GIG-EU, LINSKYS USB3GIG ETHERNET ADAPTER.GIGABIT, USB3GIG, Europe. UK. Middle East and Africa, End of Support, 2-Aug-2022, -
WAP1200AC-EU, LINKSYS WAP1200AC ACCESS POINT.AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAP1200AC-UK, LINKSYS WAP1200AC ACCESS POINT.AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAP300N-AU, LINKSYS WAP300N WIFI ACCESS POINT.N300, WAP300N, Australia and New Zealand, End of Support, 4-Dec-2023, -
WAP300N-BR, LINKSYS WAP300N WIFI ACCESS POINT.N300, WAP300N, Latin America and South America, End of Support, 4-Dec-2023, -
WAP54GX, Wireless-G Access Point with SRX, WAP54GX, USA, End of Support, 2-Aug-2022, -
WAP54GX-AS, Wireless-G Access Point with SRX, WAP54GX, Asia, End of Support, 2-Aug-2022, -
WAP54GX-AU, Wireless-G Access Point with SRX, WAP54GX, Australia and New Zealand, End of Support, 2-Aug-2022, -
WAP54GX-CA, WAP54GX-CA PROTOTYPE. DESCRIPTION PENDING, WAP54GX, Canada, End of Support, 4-Dec-2023, -
WAP54GX-EU, Wireless-G Access Point with SRX, WAP54GX, Europe. UK. Middle East and Africa, End of Support, 2-Aug-2022, -
WAP54GX-SG, Wireless-G Access Point with SRX, WAP54GX, Asia, End of Support, 2-Aug-2022, -
WAP54GX-UK, Wireless-G Access Point with SRX, WAP54GX, Europe. UK. Middle East and Africa, End of Support, 2-Aug-2022, -
WAP750AC-EU, LINKSYS WAP750AC ACCESS POINT AC750, WAP750AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAP750AC-UK, LINKSYS WAP750AC ACCESS POINT AC750, WAP750AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAPT1200AC-EF, LINKSYS. WAPT1200AC ACCESS POINT. AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAPT1200AC-EG, LINKSYS. WAPT1200AC ACCESS POINT. AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAPT1200AC-EU, LINKSYS WAPT1200AC ACCESS POINT.AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WAPT1200AC-UK, LINKSYS WAPT1200AC ACCESS POINT.AC1200, WAP1200AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT1200AC, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, USA, End of Support, 4-Dec-2023, -
WRT1200AC-AR, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Latin America and South America, End of Support, 4-Dec-2023, -
WRT1200AC-AU, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Australia and New Zealand, End of Support, 4-Dec-2023, -
WRT1200AC-BR, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Latin America and South America, End of Support, 4-Dec-2023, -
WRT1200AC-CA, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Canada, End of Support, 4-Dec-2023, -
WRT1200AC-LA, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Latin America and South America, End of Support, 4-Dec-2023, -
WRT1200AC-PH, LINKSYS WRT1200AC WIFI ROUTER.AC1200, WRT1200AC, Asia, End of Support, 27-Jul-2022, -
WRT1900AC, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-2A, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-AP, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Asia, End of Support, 4-Dec-2023, -
WRT1900AC-AU, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Australia and New Zealand, End of Support, 4-Dec-2023, -
WRT1900AC-BR, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Latin America and South America, End of Support, 4-Dec-2023, -
WRT1900AC-CA, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Canada, End of Support, 4-Dec-2023, -
WRT1900AC-CO, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-EJ, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT1900AC-EK, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT1900AC-FFP, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-ME, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT1900AC-PH, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Asia, End of Support, 27-Jul-2022, -
WRT1900AC-TG, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-TG2, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-TTB, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900AC-UK, LINKSYS WRT1900AC WIFI ROUTER.AC1900, WRT1900AC, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT1900ACS-2A, LINKSYS WRT1900ACS WIFI ROUTER.AC1900, WRT1900AC, USA, End of Support, 4-Dec-2023, -
WRT1900ACS-AH, LINKSYS WRT1900ACS WIFI ROUTER.AC1900, WRT1900AC, Asia, End of Support, 4-Dec-2023, -
WRT3200ACM-AH, LINKSYS WRT3200ACM WIFI ROUTER DB 160MHZ MU-MIMO, WRT3200ACM, Asia, End of Support, 4-Dec-2023, -
WRT54GL-AS, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Asia, End of Support, 27-Jul-2022, -
WRT54GL-AU, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Australia and New Zealand, End of Support, 27-Jul-2022, -
WRT54GL-DE, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Europe. UK. Middle East and Africa, End of Support, 27-Jul-2022, -
WRT54GL-EU, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Europe. UK. Middle East and Africa, End of Support, 27-Jul-2022, -
WRT54GL-ID, Wireless-G Broadband Router, WRT54GL, Asia, End of Support, 8-Jan-2024, -
WRT54GL-M2, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
WRT54GL-SG, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Asia, End of Support, 27-Jul-2022, -
WRT54GL-UK, LINKSYS WRT54GL WIFI ROUTER.G, WRT54GL, Europe. UK. Middle East and Africa, End of Support, 27-Jul-2022, -
X1000, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, USA, End of Support, 4-Dec-2023, -
X1000-AP, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Asia, End of Support, 4-Dec-2023, -
X1000-AR, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Latin America and South America, End of Support, 4-Dec-2023, -
X1000-AU, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Australia and New Zealand, End of Support, 4-Dec-2023, -
X1000-BR, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Latin America and South America, End of Support, 4-Dec-2023, -
X1000-E1, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
X1000-EE, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Europe. UK. Middle East and Africa, End of Support, 29-Jul-2022, -
X1000-EW, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
X1000-EZ, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
X1000-LA, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Latin America and South America, End of Support, 4-Dec-2023, -
X1000-M2, LINKSYS X1000 MODEM ROUTER.DSL.N300, X1000, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
X6200, LINKSYS X6200 MODEM ROUTER. VDSL. AC750, X6200, USA, End of Support, 4-Dec-2023, -
X6200-LA, LINKSYS X6200 MODEM ROUTER. VDSL. AC750, X6200, Latin America and South America, End of Support, 4-Dec-2023, -
XAC1900, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, USA, End of Support, 4-Dec-2023, -
XAC1900-AP, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Asia, End of Support, 4-Dec-2023, -
XAC1900-AU, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Australia and New Zealand, End of Support, 4-Dec-2023, -
XAC1900-E1, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
XAC1900-EJ, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
XAC1900-EK, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
XAC1900-M2, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
XAC1900-UK, LINKSYS XAC1900 MODEM ROUTER.DSL.AC1900, XAC1900, Europe. UK. Middle East and Africa, End of Support, 4-Dec-2023, -
